filename,width,height,class,xmin,ymin,xmax,ymax
hard_hat_workers122.png,416,415,helmet,48,406,80,414
hard_hat_workers123.png,416,416,helmet,177,83,251,168
hard_hat_workers123.png,416,416,helmet,259,46,308,90
hard_hat_workers124.png,415,416,helmet,170,252,192,286
hard_hat_workers125.png,416,415,helmet,319,193,371,248
hard_hat_workers126.png,416,416,helmet,168,207,209,247
hard_hat_workers126.png,416,416,helmet,237,100,284,149
hard_hat_workers126.png,416,416,helmet,272,90,297,119
hard_hat_workers126.png,416,416,helmet,128,176,162,211
hard_hat_workers126.png,416,416,helmet,190,90,212,119
hard_hat_workers126.png,416,416,helmet,116,196,156,233
hard_hat_workers126.png,416,416,head,73,122,103,158
hard_hat_workers126.png,416,416,head,202,114,229,147
hard_hat_workers126.png,416,416,head,303,83,332,122
hard_hat_workers126.png,416,416,head,216,99,236,120
hard_hat_workers126.png,416,416,head,371,72,390,91
hard_hat_workers126.png,416,416,helmet,236,0,284,31
hard_hat_workers126.png,416,416,helmet,272,12,297,41
hard_hat_workers126.png,416,416,helmet,190,12,212,41
hard_hat_workers126.png,416,416,head,73,0,104,9
hard_hat_workers126.png,416,416,head,201,0,229,17
hard_hat_workers126.png,416,416,head,303,9,332,48
hard_hat_workers126.png,416,416,head,216,11,236,32
hard_hat_workers126.png,416,416,head,371,40,390,59
hard_hat_workers127.png,416,415,helmet,290,119,344,178
hard_hat_workers127.png,416,415,helmet,248,101,295,166
hard_hat_workers128.png,416,415,helmet,205,185,219,200
hard_hat_workers129.png,416,415,helmet,289,96,329,153
hard_hat_workers129.png,416,415,helmet,289,0,330,43
hard_hat_workers130.png,416,415,helmet,92,106,162,190
hard_hat_workers130.png,416,415,helmet,250,104,324,177
hard_hat_workers130.png,416,415,helmet,188,106,236,170
hard_hat_workers130.png,416,415,helmet,386,145,395,153
hard_hat_workers130.png,416,415,person,1,108,181,342
hard_hat_workers130.png,416,415,person,252,109,415,342
hard_hat_workers130.png,416,415,person,178,110,273,294
hard_hat_workers130.png,416,415,helmet,92,0,163,39
hard_hat_workers130.png,416,415,helmet,250,0,325,41
hard_hat_workers130.png,416,415,helmet,188,0,237,39
hard_hat_workers130.png,416,415,person,1,344,182,414
hard_hat_workers130.png,416,415,person,251,344,415,414
hard_hat_workers131.png,416,415,helmet,24,101,63,149
hard_hat_workers131.png,416,415,helmet,192,134,212,163
hard_hat_workers131.png,416,415,helmet,308,120,332,149
hard_hat_workers131.png,416,415,helmet,142,129,166,158
hard_hat_workers131.png,416,415,helmet,240,133,260,158
hard_hat_workers131.png,416,415,helmet,280,136,297,160
hard_hat_workers131.png,416,415,helmet,23,0,63,38
hard_hat_workers131.png,416,415,helmet,308,0,333,19
hard_hat_workers131.png,416,415,helmet,142,0,167,10
hard_hat_workers131.png,416,415,helmet,240,0,261,6
hard_hat_workers132.png,416,415,helmet,129,83,223,206
hard_hat_workers132.png,416,415,helmet,129,0,224,56
hard_hat_workers133.png,416,415,helmet,221,191,251,217
hard_hat_workers134.png,416,416,helmet,320,136,359,173
hard_hat_workers135.png,416,415,helmet,188,133,262,213
hard_hat_workers135.png,416,415,helmet,89,128,162,214
hard_hat_workers135.png,416,415,helmet,282,69,390,173
hard_hat_workers135.png,416,415,helmet,282,0,391,70
hard_hat_workers136.png,416,415,helmet,247,136,309,204
hard_hat_workers136.png,416,415,helmet,58,135,121,200
hard_hat_workers137.png,415,416,helmet,260,130,318,199
hard_hat_workers137.png,415,416,helmet,126,170,163,219
hard_hat_workers137.png,415,416,helmet,375,129,414,199
hard_hat_workers137.png,415,416,helmet,0,169,13,219
hard_hat_workers138.png,416,415,helmet,326,181,383,246
hard_hat_workers139.png,416,416,helmet,168,201,179,214
hard_hat_workers139.png,416,416,helmet,203,203,212,214
hard_hat_workers139.png,416,416,helmet,168,15,179,28
hard_hat_workers139.png,416,416,helmet,168,388,179,401
hard_hat_workers139.png,416,416,helmet,203,15,212,26
hard_hat_workers139.png,416,416,helmet,203,388,212,399
hard_hat_workers140.png,416,416,helmet,96,254,114,273
hard_hat_workers141.png,416,415,helmet,204,183,238,226
hard_hat_workers141.png,416,415,helmet,152,117,175,146
hard_hat_workers141.png,416,415,helmet,151,0,175,22
hard_hat_workers142.png,416,416,helmet,258,158,288,197
hard_hat_workers142.png,416,416,helmet,337,144,374,185
hard_hat_workers142.png,416,416,helmet,192,167,224,205
hard_hat_workers142.png,416,416,helmet,123,175,150,208
hard_hat_workers142.png,416,416,helmet,64,173,93,209
hard_hat_workers143.png,416,415,helmet,116,258,137,282
hard_hat_workers143.png,416,415,helmet,140,251,159,278
hard_hat_workers143.png,416,415,helmet,260,102,272,116
hard_hat_workers143.png,416,415,helmet,196,149,208,164
hard_hat_workers143.png,416,415,helmet,260,18,272,32
hard_hat_workers144.png,416,415,helmet,266,140,298,183
hard_hat_workers144.png,416,415,helmet,27,147,59,183
hard_hat_workers144.png,416,415,helmet,159,158,180,183
hard_hat_workers144.png,416,415,helmet,200,159,223,177
hard_hat_workers145.png,416,415,head,267,119,302,158
hard_hat_workers145.png,416,415,head,120,114,150,152
hard_hat_workers145.png,416,415,head,156,131,180,165
hard_hat_workers145.png,416,415,head,224,135,248,166
hard_hat_workers145.png,416,415,head,187,155,207,179
hard_hat_workers145.png,416,415,head,218,164,229,183
hard_hat_workers145.png,416,415,head,199,179,209,195
hard_hat_workers145.png,416,415,head,266,0,302,20
hard_hat_workers145.png,416,415,head,120,0,151,25
hard_hat_workers145.png,416,415,head,156,0,181,8
hard_hat_workers146.png,416,416,helmet,260,146,334,216
hard_hat_workers147.png,415,416,helmet,297,148,380,226
hard_hat_workers148.png,416,415,helmet,119,133,146,171
hard_hat_workers148.png,416,415,helmet,274,139,298,175
hard_hat_workers148.png,416,415,helmet,202,133,225,167
hard_hat_workers148.png,416,415,helmet,187,135,206,165
hard_hat_workers148.png,416,415,helmet,144,141,164,170
hard_hat_workers148.png,416,415,head,241,151,258,171
hard_hat_workers149.png,416,415,head,89,107,151,182
hard_hat_workers149.png,416,415,head,203,113,262,192
hard_hat_workers149.png,416,415,head,20,155,104,249
hard_hat_workers149.png,416,415,head,323,109,373,177
hard_hat_workers149.png,416,415,head,1,99,33,177
hard_hat_workers149.png,416,415,head,89,0,152,32
hard_hat_workers149.png,416,415,head,202,0,262,26
hard_hat_workers149.png,416,415,head,323,0,374,30
hard_hat_workers149.png,416,415,head,1,0,34,40
hard_hat_workers150.png,416,415,helmet,249,144,275,173
hard_hat_workers150.png,416,415,helmet,137,132,157,155
hard_hat_workers150.png,416,415,helmet,320,134,333,150
hard_hat_workers150.png,416,415,helmet,307,136,318,149
hard_hat_workers150.png,416,415,helmet,267,134,279,148
hard_hat_workers150.png,416,415,helmet,137,0,158,7
hard_hat_workers150.png,416,415,helmet,319,0,333,5
hard_hat_workers150.png,416,415,helmet,306,0,318,3
hard_hat_workers150.png,416,415,helmet,267,0,280,5
hard_hat_workers151.png,416,416,helmet,117,184,148,223
hard_hat_workers151.png,416,416,helmet,310,158,352,200
hard_hat_workers151.png,416,416,helmet,228,203,255,233
hard_hat_workers151.png,416,416,helmet,363,158,405,200
hard_hat_workers152.png,416,415,helmet,313,208,347,252
hard_hat_workers152.png,416,415,helmet,203,198,239,247
hard_hat_workers152.png,416,415,helmet,257,204,298,253
hard_hat_workers152.png,416,415,helmet,64,211,103,261
hard_hat_workers152.png,416,415,helmet,130,220,166,271
hard_hat_workers153.png,416,416,helmet,291,161,348,228
hard_hat_workers153.png,416,416,helmet,189,169,235,233
hard_hat_workers153.png,416,416,helmet,1,166,53,247
hard_hat_workers153.png,416,416,head,49,153,120,252
hard_hat_workers153.png,416,416,helmet,383,224,402,248
hard_hat_workers154.png,416,416,helmet,109,60,152,109
hard_hat_workers154.png,416,416,helmet,256,153,281,181
hard_hat_workers154.png,416,416,helmet,282,128,311,161
hard_hat_workers155.png,416,416,helmet,43,96,120,169
hard_hat_workers155.png,416,416,helmet,185,140,231,199
hard_hat_workers155.png,416,416,helmet,229,150,261,197
hard_hat_workers155.png,416,416,helmet,277,87,358,183
hard_hat_workers155.png,416,416,helmet,274,167,304,199
hard_hat_workers155.png,416,416,helmet,42,0,120,17
hard_hat_workers155.png,416,416,helmet,276,0,358,26
hard_hat_workers156.png,416,415,helmet,326,151,404,230
hard_hat_workers156.png,416,415,helmet,200,166,253,224
hard_hat_workers157.png,416,415,helmet,290,173,363,252
hard_hat_workers157.png,416,415,head,112,77,168,142
hard_hat_workers157.png,416,415,head,112,0,169,48
hard_hat_workers158.png,416,415,helmet,256,103,333,194
hard_hat_workers158.png,416,415,helmet,328,80,414,200
hard_hat_workers158.png,416,415,helmet,67,102,158,207
hard_hat_workers158.png,416,415,helmet,255,0,333,36
hard_hat_workers158.png,416,415,helmet,328,0,415,59
hard_hat_workers158.png,416,415,helmet,66,0,158,37
hard_hat_workers159.png,416,415,helmet,108,118,142,152
hard_hat_workers159.png,416,415,helmet,193,221,228,262
hard_hat_workers159.png,416,415,helmet,169,119,191,143
hard_hat_workers159.png,416,415,helmet,75,113,109,136
hard_hat_workers159.png,416,415,helmet,108,0,143,21
hard_hat_workers159.png,416,415,helmet,169,0,192,20
hard_hat_workers159.png,416,415,helmet,75,3,109,26
hard_hat_workers160.png,415,416,helmet,214,128,255,179
hard_hat_workers161.png,415,416,helmet,111,123,152,174
hard_hat_workers161.png,415,416,helmet,280,113,321,160
hard_hat_workers161.png,415,416,helmet,221,219,255,253
hard_hat_workers161.png,415,416,helmet,142,285,196,351
hard_hat_workers162.png,416,416,helmet,76,182,104,219
hard_hat_workers162.png,416,416,helmet,197,151,224,189
hard_hat_workers163.png,416,416,helmet,334,105,364,144
hard_hat_workers163.png,416,416,helmet,122,102,150,142
hard_hat_workers163.png,416,416,helmet,63,101,90,137
hard_hat_workers163.png,416,416,helmet,179,100,217,149
hard_hat_workers163.png,416,416,helmet,257,117,281,148
hard_hat_workers163.png,416,416,helmet,318,118,340,147
hard_hat_workers163.png,416,416,helmet,52,119,69,144
hard_hat_workers163.png,416,416,helmet,334,0,365,32
hard_hat_workers163.png,416,416,helmet,122,0,151,35
hard_hat_workers163.png,416,416,helmet,62,0,90,36
hard_hat_workers163.png,416,416,helmet,179,0,218,37
hard_hat_workers163.png,416,416,helmet,257,0,282,20
hard_hat_workers163.png,416,416,helmet,318,0,341,19
hard_hat_workers163.png,416,416,helmet,51,0,69,18
hard_hat_workers164.png,416,416,helmet,141,138,183,177
hard_hat_workers164.png,416,416,helmet,289,160,325,196
hard_hat_workers165.png,416,416,helmet,92,121,115,150
hard_hat_workers165.png,416,416,helmet,216,142,242,171
hard_hat_workers165.png,416,416,helmet,205,124,218,138
hard_hat_workers166.png,416,415,helmet,86,69,235,257
hard_hat_workers166.png,416,415,person,4,74,407,345
hard_hat_workers166.png,416,415,helmet,85,0,235,70
hard_hat_workers166.png,416,415,person,3,0,407,65
hard_hat_workers166.png,416,415,person,3,347,407,414
hard_hat_workers167.png,416,416,helmet,218,151,261,188
hard_hat_workers168.png,416,416,helmet,182,103,230,167
hard_hat_workers168.png,416,416,head,70,150,133,212
hard_hat_workers168.png,416,416,head,322,153,384,205
hard_hat_workers169.png,416,415,helmet,351,172,403,214
hard_hat_workers169.png,416,415,helmet,189,187,212,216
hard_hat_workers169.png,416,415,helmet,259,191,277,211
hard_hat_workers169.png,416,415,helmet,229,203,246,218
hard_hat_workers169.png,416,415,helmet,223,194,236,208
hard_hat_workers169.png,416,415,helmet,351,0,404,27
hard_hat_workers169.png,416,415,helmet,188,0,212,12
hard_hat_workers169.png,416,415,helmet,259,0,278,8
hard_hat_workers169.png,416,415,helmet,222,0,236,5
hard_hat_workers170.png,416,416,head,40,137,60,161
hard_hat_workers170.png,416,416,head,84,126,115,158
hard_hat_workers170.png,416,416,head,112,137,126,159
hard_hat_workers170.png,416,416,head,174,132,196,161
hard_hat_workers170.png,416,416,head,225,153,237,172
hard_hat_workers170.png,416,416,head,247,137,264,157
hard_hat_workers170.png,416,416,head,279,136,295,156
hard_hat_workers170.png,416,416,head,307,121,339,150
hard_hat_workers170.png,416,416,head,83,0,115,7
hard_hat_workers170.png,416,416,head,307,0,340,12
hard_hat_workers171.png,416,415,helmet,156,86,192,133
hard_hat_workers171.png,416,415,helmet,156,6,192,53
hard_hat_workers172.png,416,416,head,235,114,292,197
hard_hat_workers173.png,416,415,helmet,361,96,400,132
hard_hat_workers173.png,416,415,helmet,170,128,195,160
hard_hat_workers173.png,416,415,helmet,243,173,265,194
hard_hat_workers173.png,416,415,helmet,129,166,148,186
hard_hat_workers173.png,416,415,helmet,195,157,211,176
hard_hat_workers173.png,416,415,helmet,323,177,334,191
hard_hat_workers173.png,416,415,helmet,304,177,317,191
hard_hat_workers173.png,416,415,helmet,361,6,400,42
hard_hat_workers173.png,416,415,helmet,169,0,195,11
hard_hat_workers174.png,416,416,helmet,238,57,297,116
hard_hat_workers174.png,416,416,helmet,237,0,297,48
hard_hat_workers175.png,416,415,helmet,234,70,328,165
hard_hat_workers175.png,416,415,helmet,234,0,329,69
hard_hat_workers176.png,416,415,helmet,357,160,383,197
hard_hat_workers176.png,416,415,helmet,33,93,108,182
hard_hat_workers176.png,416,415,helmet,153,120,204,193
hard_hat_workers176.png,416,415,helmet,32,0,108,32
hard_hat_workers177.png,416,415,helmet,234,111,267,145
hard_hat_workers177.png,416,415,helmet,133,122,162,156
hard_hat_workers177.png,416,415,helmet,77,100,95,127
hard_hat_workers177.png,416,415,helmet,17,165,40,185
hard_hat_workers177.png,416,415,helmet,173,148,192,174
hard_hat_workers177.png,416,415,helmet,223,156,242,184
hard_hat_workers177.png,416,415,helmet,233,0,267,28
hard_hat_workers177.png,416,415,helmet,132,0,162,17
hard_hat_workers177.png,416,415,helmet,77,12,95,39
hard_hat_workers178.png,416,415,helmet,110,70,188,169
hard_hat_workers178.png,416,415,helmet,248,153,273,188
hard_hat_workers178.png,416,415,helmet,110,0,189,69
hard_hat_workers179.png,416,416,helmet,285,134,314,182
hard_hat_workers179.png,416,416,head,1,153,33,196
hard_hat_workers179.png,416,416,head,179,152,218,196
hard_hat_workers179.png,416,416,head,328,126,380,190
hard_hat_workers179.png,416,416,head,219,174,245,207
hard_hat_workers179.png,416,416,head,84,156,107,180
hard_hat_workers179.png,416,416,head,145,160,163,188
hard_hat_workers179.png,416,416,head,135,166,147,190
hard_hat_workers180.png,416,415,helmet,195,79,234,131
hard_hat_workers180.png,416,415,helmet,195,7,234,59
hard_hat_workers181.png,416,416,helmet,279,75,376,181
hard_hat_workers181.png,416,416,helmet,222,128,281,198
hard_hat_workers181.png,416,416,helmet,7,218,152,341
hard_hat_workers181.png,416,416,helmet,165,190,229,257
hard_hat_workers181.png,416,416,helmet,278,0,376,64
hard_hat_workers181.png,416,416,helmet,6,349,152,415
hard_hat_workers182.png,416,415,helmet,102,237,131,268
hard_hat_workers182.png,416,415,helmet,52,265,73,284
hard_hat_workers182.png,416,415,helmet,133,242,156,263
hard_hat_workers182.png,416,415,helmet,51,408,73,414
hard_hat_workers183.png,416,415,helmet,286,101,367,219
hard_hat_workers183.png,416,415,helmet,285,0,367,38
hard_hat_workers184.png,416,415,helmet,25,59,109,143
hard_hat_workers185.png,416,415,helmet,56,154,156,271
hard_hat_workers185.png,416,415,helmet,286,139,377,252
hard_hat_workers185.png,416,415,helmet,173,147,267,257
hard_hat_workers186.png,416,415,helmet,116,144,150,181
hard_hat_workers187.png,416,415,helmet,259,143,285,187
hard_hat_workers187.png,416,415,helmet,331,162,349,186
hard_hat_workers187.png,416,415,helmet,300,155,319,180
hard_hat_workers187.png,416,415,helmet,319,156,337,181
hard_hat_workers188.png,416,415,helmet,119,201,139,224
hard_hat_workers188.png,416,415,helmet,191,202,211,223
hard_hat_workers188.png,416,415,helmet,147,206,165,228
hard_hat_workers189.png,415,416,helmet,204,102,281,183
hard_hat_workers190.png,416,416,helmet,198,97,236,147
hard_hat_workers190.png,416,416,helmet,266,95,305,142
hard_hat_workers190.png,416,416,helmet,127,99,163,150
hard_hat_workers191.png,416,415,helmet,112,128,129,147
hard_hat_workers191.png,416,415,helmet,231,129,276,159
hard_hat_workers191.png,416,415,helmet,111,0,129,11
hard_hat_workers191.png,416,415,helmet,230,0,276,10
hard_hat_workers192.png,416,416,helmet,342,224,377,253
hard_hat_workers192.png,416,416,helmet,84,276,118,308
hard_hat_workers192.png,416,416,helmet,150,280,186,319
hard_hat_workers192.png,416,416,helmet,299,215,339,249
hard_hat_workers192.png,416,416,head,285,249,321,278
hard_hat_workers192.png,416,416,head,341,257,374,283
hard_hat_workers192.png,416,416,helmet,84,369,118,401
hard_hat_workers192.png,416,416,helmet,150,359,186,398
hard_hat_workers192.png,416,416,head,285,399,322,415
hard_hat_workers192.png,416,416,head,340,394,374,415
hard_hat_workers193.png,416,415,helmet,167,145,199,187
hard_hat_workers194.png,416,415,helmet,300,105,372,188
hard_hat_workers194.png,416,415,helmet,141,141,163,169
hard_hat_workers194.png,416,415,helmet,90,156,109,171
hard_hat_workers194.png,416,415,helmet,31,178,50,201
hard_hat_workers194.png,416,415,helmet,40,146,59,165
hard_hat_workers194.png,416,415,helmet,83,137,96,151
hard_hat_workers194.png,416,415,helmet,300,0,373,20
hard_hat_workers195.png,416,415,helmet,188,115,242,185
hard_hat_workers195.png,416,415,helmet,310,118,384,203
hard_hat_workers195.png,416,415,helmet,129,115,174,182
hard_hat_workers195.png,416,415,helmet,188,0,243,24
hard_hat_workers195.png,416,415,helmet,310,0,385,21
hard_hat_workers195.png,416,415,helmet,128,0,174,24
hard_hat_workers196.png,416,416,helmet,89,193,100,207
hard_hat_workers196.png,416,416,helmet,170,210,181,221
hard_hat_workers196.png,416,416,helmet,136,201,150,212
hard_hat_workers196.png,416,416,helmet,141,217,155,230
hard_hat_workers196.png,416,416,helmet,30,226,44,239
hard_hat_workers197.png,416,416,helmet,133,27,192,99
hard_hat_workers198.png,416,415,helmet,254,123,293,163
hard_hat_workers198.png,416,415,helmet,42,181,78,213
hard_hat_workers198.png,416,415,helmet,253,0,293,22
hard_hat_workers199.png,416,415,head,17,110,102,210
hard_hat_workers199.png,416,415,head,345,143,370,174
hard_hat_workers199.png,416,415,head,278,145,297,175
hard_hat_workers199.png,416,415,head,2,145,16,170
hard_hat_workers199.png,416,415,head,113,154,131,180
hard_hat_workers199.png,416,415,head,134,153,148,171
hard_hat_workers199.png,416,415,head,148,158,160,174
hard_hat_workers199.png,416,415,head,159,150,171,168
hard_hat_workers199.png,416,415,head,176,152,192,174
hard_hat_workers199.png,416,415,head,206,154,217,168
hard_hat_workers199.png,416,415,head,225,152,240,171
hard_hat_workers199.png,416,415,head,248,160,259,173
hard_hat_workers199.png,416,415,head,262,156,278,176
hard_hat_workers199.png,416,415,head,298,162,312,179
hard_hat_workers199.png,416,415,head,315,162,327,176
hard_hat_workers199.png,416,415,head,375,153,390,173
hard_hat_workers199.png,416,415,head,16,0,102,29
hard_hat_workers200.png,416,415,helmet,226,141,252,169
hard_hat_workers200.png,416,415,helmet,94,101,116,130
hard_hat_workers200.png,416,415,helmet,217,169,243,192
hard_hat_workers200.png,416,415,helmet,94,11,116,40
hard_hat_workers201.png,416,416,helmet,256,86,312,156
hard_hat_workers201.png,416,416,helmet,256,0,313,53
hard_hat_workers202.png,416,416,helmet,123,293,137,309
hard_hat_workers202.png,416,416,helmet,330,201,345,215
hard_hat_workers202.png,416,416,helmet,170,256,184,265
hard_hat_workers202.png,416,416,helmet,125,254,141,269
hard_hat_workers202.png,416,416,helmet,165,242,178,255
hard_hat_workers202.png,416,416,helmet,189,172,204,187
hard_hat_workers202.png,416,416,helmet,239,134,255,148
hard_hat_workers202.png,416,416,helmet,240,172,256,188
hard_hat_workers202.png,416,416,helmet,188,127,199,139
hard_hat_workers202.png,416,416,helmet,200,120,215,134
hard_hat_workers202.png,416,416,helmet,220,116,233,133
hard_hat_workers202.png,416,416,helmet,123,385,137,401
hard_hat_workers202.png,416,416,helmet,187,0,199,8
hard_hat_workers202.png,416,416,helmet,200,0,215,14
hard_hat_workers202.png,416,416,helmet,220,2,233,19
hard_hat_workers203.png,416,415,helmet,79,175,133,235
hard_hat_workers203.png,416,415,helmet,86,159,100,178
hard_hat_workers204.png,416,415,helmet,257,153,336,242
hard_hat_workers204.png,416,415,helmet,362,185,411,242
hard_hat_workers204.png,416,415,helmet,202,115,281,200
hard_hat_workers204.png,416,415,helmet,201,0,281,18
hard_hat_workers205.png,416,416,helmet,144,187,162,206
hard_hat_workers205.png,416,416,head,156,128,169,143
hard_hat_workers206.png,416,416,helmet,210,105,243,151
hard_hat_workers206.png,416,416,helmet,276,121,314,165
hard_hat_workers206.png,416,416,helmet,144,79,178,119
hard_hat_workers206.png,416,416,helmet,395,121,415,166
hard_hat_workers207.png,416,415,head,21,67,114,204
hard_hat_workers207.png,416,415,head,260,96,353,209
hard_hat_workers207.png,416,415,head,91,100,157,204
hard_hat_workers207.png,416,415,head,1,87,28,158
hard_hat_workers207.png,416,415,head,177,103,233,181
hard_hat_workers207.png,416,415,head,345,134,385,217
hard_hat_workers208.png,416,416,helmet,108,61,157,118
hard_hat_workers208.png,416,416,helmet,107,0,157,44
hard_hat_workers209.png,415,416,helmet,197,65,256,136
hard_hat_workers210.png,416,415,helmet,282,128,328,183
hard_hat_workers210.png,416,415,helmet,78,101,124,170
hard_hat_workers210.png,416,415,helmet,231,148,259,187
hard_hat_workers210.png,416,415,helmet,186,128,221,179
hard_hat_workers210.png,416,415,helmet,128,120,179,189
hard_hat_workers210.png,416,415,helmet,1,133,47,196
hard_hat_workers210.png,416,415,helmet,250,179,305,233
hard_hat_workers210.png,416,415,helmet,282,0,329,11
hard_hat_workers210.png,416,415,helmet,78,0,125,38
hard_hat_workers210.png,416,415,helmet,185,0,221,11
hard_hat_workers210.png,416,415,helmet,127,0,179,19
hard_hat_workers211.png,416,415,helmet,266,105,336,193
hard_hat_workers211.png,416,415,helmet,166,123,221,193
hard_hat_workers211.png,416,415,helmet,266,0,337,34
hard_hat_workers211.png,416,415,helmet,165,0,221,16
hard_hat_workers212.png,416,416,helmet,25,88,79,158
hard_hat_workers212.png,416,416,helmet,78,114,112,157
hard_hat_workers212.png,416,416,helmet,1,94,33,146
hard_hat_workers212.png,416,416,head,208,96,265,160
hard_hat_workers212.png,416,416,head,262,79,308,132
hard_hat_workers212.png,416,416,head,341,131,365,165
hard_hat_workers212.png,416,416,head,363,136,382,160
hard_hat_workers212.png,416,416,head,394,112,414,156
hard_hat_workers212.png,416,416,helmet,25,0,80,65
hard_hat_workers212.png,416,416,helmet,78,0,113,39
hard_hat_workers212.png,416,416,helmet,1,6,33,58
hard_hat_workers212.png,416,416,head,207,0,265,57
hard_hat_workers212.png,416,416,head,262,21,308,74
